Loading Datastore...
Reload Cache...
 * Serving Flask app 'server' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://127.0.0.1:6080/ (Press CTRL+C to quit)
127.0.0.1 - - [20/Apr/2022 07:43:57] "DELETE /admin/user/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:57] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2Mzc3Mzc0ODV9.OJvo5gYFDwKPOI-4efzkv4nAnYH_dER-cm8RpEKR-pc&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:57] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:57] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:57] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2Mzc4MDM4MDd9.Rap1Q-DKbEcmwn_IbEPS71m_heS23W8qXFJ88GQNFQ4&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:57] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:57] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2Mzc4MjQ0MzZ9.Xl3PwHm6yhFaKUszvmG6wCl3bA38Y4rn8YI-Io2Sn9w&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:57] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:57] "POST /channel/join/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:57] "DELETE /admin/user/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:57] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2Mzc4MDM4MDd9.Rap1Q-DKbEcmwn_IbEPS71m_heS23W8qXFJ88GQNFQ4&channel_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:57] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:57] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:57] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2Mzc4OTQ5MzB9.EYG3kpYvIWBM9hiNEL0uG2NCRU3OYPaxYys68rbxRsA&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:57] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:57] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2Mzc5MTYyODN9.GSW_ObWKdg4lZfl44pZ4dQhD89EtzSH0aqHGWocWv9E&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:57] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:57] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2Mzc4OTQ5MzB9.EYG3kpYvIWBM9hiNEL0uG2NCRU3OYPaxYys68rbxRsA&dm_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:57] "DELETE /admin/user/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:57] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2Mzc4OTQ5MzB9.EYG3kpYvIWBM9hiNEL0uG2NCRU3OYPaxYys68rbxRsA&dm_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:57] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:57] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2Mzc5OTAzMDF9.w6IxMUw62IsBzewk7l6HakhQbe9g12FB_H3Hf_B-FdE&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2MzgwMDg2Nzl9.hg2Z_oRfp527_idsIn52TXghnBadwUYpgSlWamGPH6c&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "DELETE /admin/user/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "GET /users/all/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2Mzc5OTAzMDF9.w6IxMUw62IsBzewk7l6HakhQbe9g12FB_H3Hf_B-FdE HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2MzgwNTU2NDR9.Z4m8giXNlk-FmEJUefB7sp4Kd70lNAto6XOVEGXFIM0&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2MzgwNzgyMjB9.q3lRrt0cmNYY_IMlrVdzSsunhpofresE6OcOtW6GJ3U&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "DELETE /admin/user/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2MzgxMzY3NTl9.fE2AP3qOB-NKdRlscEFNBK2nXI8Y7YCBIVwHaDlKaQU&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2MzgxNTk4MDR9.qsmcFiw0qGo4O5IxCos6wbs1hUKUN12GvWoGcMGDW-c&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "DELETE /admin/user/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoyLCJleHAiOjE2NTA0MDQ2MzgxOTQxNzR9.X6pLTBFu3YrF3VqIQKfUS2UJi2Cj3ugU4rbyVors6t8&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2MzgyMzEyMTZ9.zdKMLZsLaHZ0R7lJ3maEkcot_7jUzjGThemnZfL0Aiw&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "DELETE /admin/user/remove/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2MzgyNzg3OTF9.SgVgJU_VwP_P8kVvOYhdmv08T7Ip_5grkkiPM1JuO78&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "DELETE /admin/user/remove/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2MzgzMjcxOTB9.RmV_nuaf4HItOxutP3Ae530ltb1P71p-s67TDM8AG_o&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2MzgzNTAwNzd9.1H911V9bKYcNy5nYDvn6FxMH51XCN5MdkYtvf39Rz0g&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "DELETE /admin/user/remove/v1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2MzgzOTgzODB9.UJiuVJyTHtlD2zen8dzqMHCwYMe_vuBoxnQMv8ZZ8LY&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2Mzg0MjEzMTJ9.6bvWAr-gHiTQcav2l0Ug7CwhTLAInhGmQBEiJnOvAMw&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "DELETE /admin/user/remove/v1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2Mzg0ODEzMzV9.E0GoDkfbIJAIMB1nFD-dgEeGnk4RKYB2myPIUvCOZKc&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2Mzg1MDQwODZ9.XkwMSjejpvRsnRoNdm8tB4T5Z2cBEEz5WKWryQaJ45Y&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /admin/userpermission/change/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /admin/userpermission/change/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2Mzg1NjQ4MzN9.kkAvvQq1X7E9cECCi9a0p14zVjEAJz7qZ5SjfApMOGQ&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /admin/userpermission/change/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2Mzg2MTI5NjR9.L3OosKDQLT1uT4PD3SclratFjbXU8_wk6M9MZBp65-w&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2Mzg2MzYxMDF9.2liPZSsEkZaGcirjM42B3B3nY3U3GWkm8wItgr6XfS8&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /admin/userpermission/change/v1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2Mzg2ODcxMTB9.kuEoFvLdwTtnC7b9JikER-5d3NioMfM6Jw7dGugM-9c&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /admin/userpermission/change/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2Mzg3MzY1MDV9.JlEd3jOBP1ixs2K7OeMMUxU9rEPd-JDitKMuqtMBAV0&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2Mzg3NjA0MzV9.TswYmDUeYrPgC_CQ_yOTZqeFtP_VEh0IYOO4_rT5GAg&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /admin/userpermission/change/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2Mzg4MTAwMzh9.7wzTbtbMOJ9nybff8WvD-lwF2C98GIs6MAi9sOayf2c&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2Mzg4MzMxNjR9.qmTR15Exa92wDr-h_cLTT-Np_VeXKgW5B4c-7OlQsSQ&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /admin/userpermission/change/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2Mzg4ODQ5MzF9.nNECCsSi9bbngAS31u230r6iwKAHSlIHm5FBCErIFv8&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2Mzg5MDkwOTZ9.3oi33k3J10DJc0SwHsRj0cqctlC9WUH_13_8Ou0bIV8&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /admin/userpermission/change/v1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:58] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2Mzg5NzM1MTh9.Fu1GyQAsUH_n4_5Pwqa3zkESKm6DQN-KFbNLZZb6Xn8&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:59] "POST /auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:59] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:59] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:59] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2MzkwMjg5MDN9.-kW54HGa0jGkdZwk_yUa4PAuX4kXpbgfNIh2jICSrww&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:59] "POST /auth/login/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:59] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2MzkwNTI3MjB9.-pcGpvo0l5N3iYl9_qVq1ivptQV5iWwteR4SoK5uJyE&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:59] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2MzkwMjg5MDN9.-kW54HGa0jGkdZwk_yUa4PAuX4kXpbgfNIh2jICSrww&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:59] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:59] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2MzkwNTI3MjB9.-pcGpvo0l5N3iYl9_qVq1ivptQV5iWwteR4SoK5uJyE&u_id=0 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 07:43:59] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2MzkwMjg5MDN9.-kW54HGa0jGkdZwk_yUa4PAuX4kXpbgfNIh2jICSrww&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:43:59] "DELETE /clear/v1 HTTP/1.1" 200 -
